pjid,pgpath,cttp,os,rcmdtype,openid,loccid,k,time
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0Q3yVZWDVg29Gp0zFu5pxX8,null,"火车票,特价机票,附近酒店,上海到北京的机票",2018-12-13 21:03:57
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q49F58msqSWqQCDMCgmpNQ,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 19:54:29
"train,flight,hotel,bus,bus,hotel",/homepage/2,"54,64,191,111,112,16",2,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0Q4Gc7nTyjzUMHI85-TuNl8,281,"火车票,特价机票,附近酒店,合作到玛曲的汽车票,玛曲到合作的汽车票,玛曲的酒店",2018-12-12 18:04:10
"train,flight,hotel,bus,bus,hotel",/homepage/2,"54,64,191,111,112,16",2,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0Q4Gc7nTyjzUMHI85-TuNl8,281,"火车票,特价机票,附近酒店,合作到玛曲的汽车票,玛曲到合作的汽车票,玛曲的酒店",2018-12-12 18:02:22
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q4HHIVapECL9OShSXulCOs,321,"火车票,特价机票,附近酒店,上海到黄山的火车票,黄山到上海的火车票,上海到黄山的机票",2018-12-13 06:27:54
"train,flight,hotel,train",/homepage/0,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q4JLa2pWvyTamFvneUrPxU,199,"火车票,特价机票,附近酒店,广州到长沙的火车票",2018-12-12 19:48:28
"train,flight,hotel,train",/homepage/0,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q4JLa2pWvyTamFvneUrPxU,199,"火车票,特价机票,附近酒店,广州到长沙的火车票",2018-12-12 19:48:23
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q4LpD0dioCnKP3R59qBcn0,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 18:39:05
"train,flight,hotel,train,hotel,scenery",/homepage/0,"54,64,192,52,16,82",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q4VwPBfVcNjuUefS55UgMc,53,"火车票,特价机票,特价酒店,兰州到北京的火车票,兰州的酒店,兰州的热门景区",2018-12-13 12:18:57
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,192,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q4VwPBfVcNjuUefS55UgMc,53,"火车票,特价机票,特价酒店,北京到兰州的火车票,兰州到北京的火车票,北京到兰州的机票",2018-12-13 12:02:27
"train,flight,hotel,train",/homepage/0,"54,64,192,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q4VwPBfVcNjuUefS55UgMc,null,"火车票,特价机票,特价酒店,天津到兰州的火车票",2018-12-13 11:48:29
"train,flight,hotel,hotel,flight,flight",/homepage/3,"54,64,191,16,61,62",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0Q4_5jSEa0zM_Yy1CE1FD-Y,51,"火车票,特价机票,附近酒店,济南的酒店,杭州到济南的机票,济南到杭州的机票",2018-12-11 13:16:54
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0Q4qANFBVUFzHovcK7uXnmU,199,"火车票,特价机票,附近酒店,长沙星尚公寓酒店,7天连锁酒店(长沙四方坪店)",2018-12-11 12:18:08
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0Q4uUDoG5MK9xJVqg_DoQ_A,127,"火车票,特价机票,附近酒店,海口到珠海的火车票,西安到洛阳的机票,珠海到海口的火车票",2018-12-13 19:45:48
"train,flight,hotel,train",/homepage/0,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q53GK_1zJhUaxLqE4mX3nI,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 13:14:16
"train,flight,hotel,train",/homepage/0,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q53GK_1zJhUaxLqE4mX3nI,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 13:14:02
"train,flight,hotel,train,train,flight,hotel,scenery",/homepage/0,"54,64,191,51,52,61,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train,train,train",o498X0Q59xxtcMHl9XhUyrqK8oso,321,"火车票,特价机票,附近酒店,上海到深圳的火车票,深圳到上海的火车票,上海到深圳的机票,深圳的酒店,深圳的热门景区",2018-12-11 11:36:39
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q5PBYYHB3hePvG9t-SzYeA,307,"火车票,特价机票,附近酒店,太原到广州的机票,太原到广州的火车票,广州到太原的火车票",2018-12-13 20:24:07
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0Q5QO6PrIn0zR9j1MWcTxIo,107,"火车票,特价机票,附近酒店,桂林到太原的机票,太原到桂林的机票,太原的酒店",2018-12-13 13:49:47
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0Q5QO6PrIn0zR9j1MWcTxIo,107,"火车票,特价机票,附近酒店,桂林到太原的机票,太原到桂林的机票,太原的酒店",2018-12-13 13:13:54
"train,flight,hotel,flight,flight,hotel",/homepage/2,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0Q5QO6PrIn0zR9j1MWcTxIo,107,"火车票,特价机票,附近酒店,桂林到太原的机票,太原到桂林的机票,太原的酒店",2018-12-13 12:26:28
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0Q5QO6PrIn0zR9j1MWcTxIo,107,"火车票,特价机票,附近酒店,桂林到太原的机票,太原到桂林的机票,太原的酒店",2018-12-13 12:25:44
"train,flight,hotel,train,train,flight",/homepage/2,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q5owJuGDPWCzOaBAWeJUf8,229,"火车票,特价机票,附近酒店,无锡到晋城的火车票,晋城到无锡的火车票,无锡到晋城的机票",2018-12-12 10:14:12
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q5owJuGDPWCzOaBAWeJUf8,167,"火车票,特价机票,附近酒店,无锡到太原的火车票,太原到无锡的火车票,无锡到太原的机票",2018-12-11 18:40:18
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0Q5pBKOWbP8czGdHwhPWexU,53,"火车票,特价机票,附近酒店,深圳到北京的机票",2018-12-11 03:28:07
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0Q5u-xAR3M0SGNlACjxaL1I,218,"火车票,特价机票,附近酒店,通辽到阿尔山的机票,阿尔山到通辽的机票,阿尔山的酒店",2018-12-11 11:40:13
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q5uTVw6C0-tqBsEoHfzT88,170,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-11 07:24:14
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q5uTVw6C0-tqBsEoHfzT88,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 06:36:35
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q5uTVw6C0-tqBsEoHfzT88,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 06:33:27
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q63QKjJd75GU2hvgtmbOrY,97,"火车票,特价机票,附近酒店,广州到揭阳的火车票,揭阳到广州的火车票,广州到揭阳的机票",2018-12-13 11:49:56
"train,flight,hotel,train,bus,bus",/homepage/0,"54,64,191,52,111,112",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,bus",o498X0Q63wDXHhkRAHM63bi9jmo0,147,"火车票,特价机票,附近酒店,北京到秦皇岛的火车票,北京到濮阳的汽车票,濮阳到北京的汽车票",2018-12-13 11:15:44
"train,flight,hotel,bus,bus,hotel",/homepage/2,"54,64,191,111,112,16",2,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0Q65UBt22cYp8EntKSMnssw,209,"火车票,特价机票,附近酒店,岳阳到长沙的汽车票,长沙到岳阳的汽车票,长沙的酒店",2018-12-11 12:10:27
"train,flight,hotel,bus,bus,hotel",/homepage/0,"54,64,191,111,112,16",1,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0Q69HUiVfAkWt6zm_9lfIXs,324,"火车票,特价机票,附近酒店,金堂到雅安的汽车票,雅安到金堂的汽车票,雅安的酒店",2018-12-12 13:56:23
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",1,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0Q6H7Lw6s2eztxRAJwwNAK8,93,"火车票,特价机票,附近酒店,云浮的酒店",2018-12-13 23:18:11
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",1,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0Q6H7Lw6s2eztxRAJwwNAK8,93,"火车票,特价机票,附近酒店,云浮的酒店",2018-12-13 23:08:55
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0Q6OOiSVoUE6Fa02DbMy-9o,127,"火车票,特价机票,附近酒店,东方到郑州的火车票,海口到徐州的机票,郑州到东方的火车票",2018-12-12 06:40:20
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0Q6OOiSVoUE6Fa02DbMy-9o,127,"火车票,特价机票,附近酒店,东方到郑州的火车票,海口到徐州的机票,郑州到东方的火车票",2018-12-12 06:40:04
"train,flight,hotel,hotel,hotel,traffic",/homepage/0,"54,64,191,1,1,140",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0Q6Rx2RzlrNoeE0TX7lU1nY,136,"火车票,特价机票,附近酒店,遵义弘旺酒店,桐梓知青房客栈,文昌到遵义的交通方案",2018-12-12 16:53:28
"train,flight,hotel,train,bus,bus",/homepage/0,"54,64,191,51,111,112",2,"finderdefalut,finderdefalut,finderdefalut,train,bus,bus",o498X0Q6TaGOkmWY0HgQtPiHL8i8,324,"火车票,特价机票,附近酒店,南充到成都的火车票,达州到德阳的汽车票,德阳到达州的汽车票",2018-12-11 21:46:58
"train,flight,hotel,hotel,hotel,hotel",/homepage/6,"54,64,191,1,1,15",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0Q6UOk2ELBxygiAmTEQwJqk,null,"火车票,特价机票,附近酒店,深圳观澜湖度假酒店,深圳麒麟山庄,深圳的五星级酒店",2018-12-12 00:21:35
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q6tobKcMxcuonkvsQilukg,171,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-11 13:28:48
"train,flight,hotel,hotel,traffic",/homepage/3,"54,64,191,16,140",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0Q6yRwocfbzCDe758KOwX-c,107,"火车票,特价机票,附近酒店,南宁的酒店,柳州到南宁的交通方案",2018-12-11 19:50:15
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q79Bj2KsEIFFxPHBXbcJ2M,80,"火车票,特价机票,附近酒店,广州到永州的火车票,永州到广州的火车票,广州到永州的机票",2018-12-12 18:09:16
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q7JRPd1UhXiSaZrx8av0yA,148,"火车票,特价机票,附近酒店,邢台到百色的火车票,百色到邢台的火车票,邢台到百色的机票",2018-12-11 23:16:42
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q7Kisj1hAtu7TWivzvPlao,366,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-12 11:32:09
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q7Kisj1hAtu7TWivzvPlao,366,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-12 11:31:40
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q7Kisj1hAtu7TWivzvPlao,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-12 11:31:00
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0Q7UpTIkcF_aJ4Ne_XZmUu0,228,"火车票,特价机票,附近酒店,无锡到贵阳的火车票,南京到贵阳的机票,贵阳到无锡的火车票",2018-12-13 22:26:43
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q7VQ6KiMXiRI11NWTbQb-w,53,"火车票,特价机票,附近酒店,沈阳到邯郸的火车票,邯郸到沈阳的火车票,沈阳到邯郸的机票",2018-12-13 17:15:42
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q7VQ6KiMXiRI11NWTbQb-w,53,"火车票,特价机票,附近酒店,廊坊到沈阳的火车票,沈阳到廊坊的火车票,廊坊到沈阳的机票",2018-12-13 17:15:19
"train,flight,hotel,flight",/homepage/1,"54,64,192,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0Q7WPggynAYamc5w6fFm5oY,null,"火车票,特价机票,特价酒店,兰州到无锡的机票",2018-12-12 19:20:55
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q7YHx_I0Gzg7bD_7m4aU5Y,243,"火车票,特价机票,附近酒店,宜春到宁波的机票,宜春到宁波的火车票,宁波到宜春的火车票",2018-12-13 20:37:06
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,train",o498X0Q7Z2XHYeNDHEDbpWuMfPiw,133,"火车票,特价机票,附近酒店,大连到三亚的机票,大连到海口的火车票,海口到大连的火车票",2018-12-12 11:52:35
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q7cZ9cmlbco3eXVdAge2dk,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 07:41:09
"train,flight,hotel,train,train,hotel,scenery",/homepage/2,"54,64,191,51,52,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train,train",o498X0Q7okyjJnsFvfDDCTcmjbg8,105,"火车票,特价机票,附近酒店,贺州到梧州的火车票,梧州到贺州的火车票,梧州的酒店,梧州的热门景区",2018-12-12 07:48:33
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q7zeSHXgkmjjdWzMjIdRoY,57,"火车票,特价机票,附近酒店,宁德到莆田的火车票,莆田到宁德的火车票,莆田的酒店",2018-12-11 18:41:50
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q83H-cQAitDf4BKjVg2t-M,383,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-11 11:05:37
"train,flight,hotel,intlhotel,intlhotel,iflight",/homepage/0,"54,64,191,130,131,71",2,"finderdefalut,finderdefalut,finderdefalut,intlhotel,intlhotel,iflight",o498X0Q8CVqVeu7m7njhB3SbHw2o,324,"火车票,特价机票,附近酒店,香港龙堡国际酒店,香港的酒店,成都到香港的机票",2018-12-12 22:25:38
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q8E6oa1Kx9p9g4EytFQrKM,78,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-13 23:55:43
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q8FBprv687VGq8r9sDItg4,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 23:48:20
"train,flight,hotel,train,train,flight,hotel,scenery",/homepage/0,"54,64,191,51,52,61,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train,train,train",o498X0Q8SLrYzyXKPyBn760-jyIE,196,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票,北京的酒店,北京的热门景区",2018-12-11 16:25:14
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q8T90LS1uowkqvJGc-Gkic,54,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-13 12:27:48
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0Q8T90LS1uowkqvJGc-Gkic,54,"火车票,特价机票,附近酒店,上海到北京的机票,上海到北京的火车票,北京到上海的火车票",2018-12-13 12:26:58
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0Q8T90LS1uowkqvJGc-Gkic,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 12:09:27
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0Q8ZR5BLi-mf6SM5mbCtDQY,108,"火车票,特价机票,附近酒店,南宁到郑州的机票,郑州到南宁的机票,郑州的酒店",2018-12-12 10:07:52
"train,flight,hotel,flight,train,hotel",/homepage/1,"54,64,191,61,52,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,train",o498X0Q8iIaDu1bvsQp8O4LSLPc8,226,"火车票,特价机票,附近酒店,上海到张家界的机票,宁波到苏州的火车票,宁波的酒店",2018-12-13 17:46:00
